T,X,V,A,P1,P2,DP1,DP2,U
6.464714175547279e+00,	5.000000000000000e+00,	9.081433783075663e-01,	-1.242229187692193e-13,	7.744166981161296e+05,	1.765965770725803e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.465714075558964e+00,	5.000000000000000e+00,	9.081433783075662e-01,	-1.389264967850039e-13,	7.744166979013605e+05,	1.765965770234902e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.466714075570650e+00,	5.000000000000000e+00,	9.081433783075660e-01,	-1.534853691743872e-13,	7.744166976865698e+05,	1.765965769743952e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.467713975582335e+00,	5.000000000000000e+00,	9.081433783075659e-01,	-1.678978147664204e-13,	7.744166974718006e+05,	1.765965769253051e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.468713875594020e+00,	5.000000000000000e+00,	9.081433783075656e-01,	-1.821660021772068e-13,	7.744166972570315e+05,	1.765965768762150e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.469713775605705e+00,	5.000000000000000e+00,	9.081433783075655e-01,	-1.938255775616528e-13,	7.744166970422623e+05,	1.765965768271249e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.470713775617391e+00,	5.000000000000000e+00,	9.081433783075653e-01,	-1.967317335217596e-13,	7.744166968274716e+05,	1.765965767780299e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.471713675629076e+00,	5.000000000000000e+00,	9.081433783075651e-01,	-1.996091676534161e-13,	7.744166966127024e+05,	1.765965767289398e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.472713575640761e+00,	5.000000000000000e+00,	9.081433783075649e-01,	-2.024579713303016e-13,	7.744166963979333e+05,	1.765965766798497e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.473713475652445e+00,	5.000000000000000e+00,	9.081433783075646e-01,	-2.052792965172244e-13,	7.744166961831641e+05,	1.765965766307596e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.474713475664132e+00,	5.000000000000000e+00,	9.081433783075645e-01,	-2.080714861001022e-13,	7.744166959683734e+05,	1.765965765816646e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.475713375675817e+00,	5.000000000000000e+00,	9.081433783075643e-01,	-2.063465717950502e-13,	7.744166957536043e+05,	1.765965765325745e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.476713275687501e+00,	5.000000000000000e+00,	9.081433783075641e-01,	-1.994122357754322e-13,	7.744166955388351e+05,	1.765965764834844e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.477713275699188e+00,	5.000000000000000e+00,	9.081433783075639e-01,	-1.857732779068211e-13,	7.744166953240446e+05,	1.765965764343894e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.478713175710872e+00,	5.000000000000000e+00,	9.081433783075638e-01,	-1.679388807236483e-13,	7.744166951092753e+05,	1.765965763852993e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.479713075722557e+00,	5.000000000000000e+00,	9.081433783075635e-01,	-1.502819194728708e-13,	7.744166948945061e+05,	1.765965763362092e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.480712975734242e+00,	5.000000000000000e+00,	9.081433783075634e-01,	-1.328014982053885e-13,	7.744166946797370e+05,	1.765965762871191e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.481712975745928e+00,	5.000000000000000e+00,	9.081433783075633e-01,	-1.154922827312162e-13,	7.744166944649464e+05,	1.765965762380241e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.482712875757613e+00,	5.000000000000000e+00,	9.081433783075632e-01,	-9.835712733962781e-14,	7.744166942501771e+05,	1.765965761889340e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.483712775769298e+00,	5.000000000000000e+00,	9.081433783075631e-01,	-8.139245289290477e-14,	7.744166940354080e+05,	1.765965761398439e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.484712675780983e+00,	5.000000000000000e+00,	9.081433783075630e-01,	-6.459656161938342e-14,	7.744166938206388e+05,	1.765965760907538e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.485712675792669e+00,	5.000000000000000e+00,	9.081433783075630e-01,	-4.796599222480391e-14,	7.744166936058482e+05,	1.765965760416588e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.486712575804354e+00,	5.000000000000000e+00,	9.081433783075629e-01,	-3.150353081228800e-14,	7.744166933910791e+05,	1.765965759925687e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.487712475816039e+00,	5.000000000000000e+00,	9.081433783075629e-01,	-1.520399894003354e-14,	7.744166931763098e+05,	1.765965759434786e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.488712475827725e+00,	5.000000000000000e+00,	9.081433783075629e-01,	9.359677009468576e-16,	7.744166929615192e+05,	1.765965758943836e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.489712375839410e+00,	5.000000000000000e+00,	9.081433783075629e-01,	1.691189815312022e-14,	7.744166927467501e+05,	1.765965758452935e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.490712275851095e+00,	5.000000000000000e+00,	9.081433783075629e-01,	3.272974028184218e-14,	7.744166925319809e+05,	1.765965757962034e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.491712175862780e+00,	5.000000000000000e+00,	9.081433783075630e-01,	4.839020845352461e-14,	7.744166923172117e+05,	1.765965757471133e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.492712175874466e+00,	5.000000000000000e+00,	9.081433783075630e-01,	6.389654002809193e-14,	7.744166921024211e+05,	1.765965756980183e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.493712075886151e+00,	5.000000000000000e+00,	9.081433783075631e-01,	7.924606018137583e-14,	7.744166918876519e+05,	1.765965756489282e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.494711975897836e+00,	5.000000000000000e+00,	9.081433783075632e-01,	9.444372426787597e-14,	7.744166916728828e+05,	1.765965755998381e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.495711975909522e+00,	5.000000000000000e+00,	9.081433783075633e-01,	1.094926776385629e-13,	7.744166914580921e+05,	1.765965755507431e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.496711875921207e+00,	5.000000000000000e+00,	9.081433783075634e-01,	1.243885564855714e-13,	7.744166912433229e+05,	1.765965755016530e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.497711775932892e+00,	5.000000000000000e+00,	9.081433783075635e-01,	1.391370936337677e-13,	7.744166910285538e+05,	1.765965754525629e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.498711675944577e+00,	5.000000000000000e+00,	9.081433783075636e-01,	1.537388952411046e-13,	7.744166908137846e+05,	1.765965754034728e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.499711675956263e+00,	5.000000000000000e+00,	9.081433783075639e-01,	1.681961209239603e-13,	7.744166905989939e+05,	1.765965753543778e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.500711575967948e+00,	5.000000000000000e+00,	9.081433783075640e-01,	1.820049795198678e-13,	7.744166903842248e+05,	1.765965753052877e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.501711475979633e+00,	5.000000000000000e+00,	9.081433783075642e-01,	1.850755353635533e-13,	7.744166901694556e+05,	1.765965752561976e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.502711375991318e+00,	5.000000000000000e+00,	9.081433783075644e-01,	1.880053916231616e-13,	7.744166899546864e+05,	1.765965752071075e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.503711376003004e+00,	5.000000000000000e+00,	9.081433783075645e-01,	1.812990890490430e-13,	7.744166897398958e+05,	1.765965751580125e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.504711276014689e+00,	5.000000000000000e+00,	9.081433783075648e-01,	1.746614209193658e-13,	7.744166895251266e+05,	1.765965751089224e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.505711176026374e+00,	5.000000000000000e+00,	9.081433783075649e-01,	1.680880683190109e-13,	7.744166893103574e+05,	1.765965750598323e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.506711176038060e+00,	5.000000000000000e+00,	9.081433783075651e-01,	1.615799450906493e-13,	7.744166890955667e+05,	1.765965750107373e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.507711076049745e+00,	5.000000000000000e+00,	9.081433783075652e-01,	1.551375988410815e-13,	7.744166888807976e+05,	1.765965749616472e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.508710976061430e+00,	5.000000000000000e+00,	9.081433783075654e-01,	1.487593503274895e-13,	7.744166886660284e+05,	1.765965749125571e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.509710876073115e+00,	5.000000000000000e+00,	9.081433783075655e-01,	1.424454272958570e-13,	7.744166884512593e+05,	1.765965748634670e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.510710876084801e+00,	5.000000000000000e+00,	9.081433783075656e-01,	1.253676918442465e-13,	7.744166882364686e+05,	1.765965748143720e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.511710776096486e+00,	5.000000000000000e+00,	9.081433783075658e-01,	1.081817493100529e-13,	7.744166880216994e+05,	1.765965747652819e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.512710676108171e+00,	5.000000000000000e+00,	9.081433783075659e-01,	9.116593196688668e-14,	7.744166878069303e+05,	1.765965747161918e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.513710576119855e+00,	5.000000000000000e+00,	9.081433783075660e-01,	7.432027401370323e-14,	7.744166875921611e+05,	1.765965746671017e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.514710576131542e+00,	5.000000000000000e+00,	9.081433783075661e-01,	5.763956397441541e-14,	7.744166873773704e+05,	1.765965746180067e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.515710476143227e+00,	5.000000000000000e+00,	9.081433783075661e-01,	4.112660150467213e-14,	7.744166871626013e+05,	1.765965745689166e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.516710376154911e+00,	5.000000000000000e+00,	9.081433783075661e-01,	2.477792869834535e-14,	7.744166869478321e+05,	1.765965745198265e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.517710376166598e+00,	5.000000000000000e+00,	9.081433783075661e-01,	8.590165788096410e-15,	7.744166867330414e+05,	1.765965744707315e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.518710276178282e+00,	5.000000000000000e+00,	9.081433783075661e-01,	-7.433933310204940e-15,	7.744166865182723e+05,	1.765965744216414e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.519710176189967e+00,	5.000000000000000e+00,	9.081433783075661e-01,	-2.330033350845238e-14,	7.744166863035031e+05,	1.765965743725513e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.520710076201652e+00,	5.000000000000000e+00,	9.081433783075661e-01,	-3.900715195828328e-14,	7.744166860887340e+05,	1.765965743234612e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.521710076213338e+00,	5.000000000000000e+00,	9.081433783075661e-01,	-5.456024049269286e-14,	7.744166858739433e+05,	1.765965742743662e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.522709976225023e+00,	5.000000000000000e+00,	9.081433783075660e-01,	-6.995604358500592e-14,	7.744166856591741e+05,	1.765965742252761e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.523709876236708e+00,	5.000000000000000e+00,	9.081433783075659e-01,	-8.520040015096522e-14,	7.744166854444050e+05,	1.765965741761860e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.524709776248393e+00,	5.000000000000000e+00,	9.081433783075658e-01,	-1.002913627559459e-13,	7.744166852296358e+05,	1.765965741270959e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.525709776260079e+00,	5.000000000000000e+00,	9.081433783075658e-01,	-1.152346624248691e-13,	7.744166850148451e+05,	1.765965740780009e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.526709676271764e+00,	5.000000000000000e+00,	9.081433783075655e-01,	-1.300268044056736e-13,	7.744166848000759e+05,	1.765965740289108e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.527709576283449e+00,	5.000000000000000e+00,	9.081433783075654e-01,	-1.368074836723411e-13,	7.744166845853068e+05,	1.765965739798207e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.528709576295135e+00,	5.000000000000000e+00,	9.081433783075653e-01,	-1.402818396037406e-13,	7.744166843705161e+05,	1.765965739307257e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.529709476306820e+00,	5.000000000000000e+00,	9.081433783075652e-01,	-1.437209049661838e-13,	7.744166841557469e+05,	1.765965738816356e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.530709376318505e+00,	5.000000000000000e+00,	9.081433783075650e-01,	-1.471257536915689e-13,	7.744166839409778e+05,	1.765965738325455e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.531709276330190e+00,	5.000000000000000e+00,	9.081433783075649e-01,	-1.504967254401077e-13,	7.744166837262086e+05,	1.765965737834554e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.532709276341876e+00,	5.000000000000000e+00,	9.081433783075648e-01,	-1.538340043355871e-13,	7.744166835114179e+05,	1.765965737343604e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.533709176353561e+00,	5.000000000000000e+00,	9.081433783075645e-01,	-1.571390957673125e-13,	7.744166832966488e+05,	1.765965736852703e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.534709076365246e+00,	5.000000000000000e+00,	9.081433783075644e-01,	-1.604104427828479e-13,	7.744166830818796e+05,	1.765965736361802e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.535709076376932e+00,	5.000000000000000e+00,	9.081433783075642e-01,	-1.553406034159017e-13,	7.744166828670889e+05,	1.765965735870852e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.536708976388617e+00,	5.000000000000000e+00,	9.081433783075641e-01,	-1.489128708140146e-13,	7.744166826523198e+05,	1.765965735379951e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.537708876400302e+00,	5.000000000000000e+00,	9.081433783075640e-01,	-1.381567537942416e-13,	7.744166824375506e+05,	1.765965734889050e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.538708776411987e+00,	5.000000000000000e+00,	9.081433783075639e-01,	-1.207961051030834e-13,	7.744166822227815e+05,	1.765965734398149e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.539708776423673e+00,	5.000000000000000e+00,	9.081433783075638e-01,	-1.036063416032647e-13,	7.744166820079908e+05,	1.765965733907199e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.540708676435358e+00,	5.000000000000000e+00,	9.081433783075636e-01,	-8.658943868149747e-14,	7.744166817932216e+05,	1.765965733416298e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.541708576447043e+00,	5.000000000000000e+00,	9.081433783075635e-01,	-6.974183901116155e-14,	7.744166815784525e+05,	1.765965732925397e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.542708476458728e+00,	5.000000000000000e+00,	9.081433783075634e-01,	-5.306185847899956e-14,	7.744166813636833e+05,	1.765965732434496e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.543708476470414e+00,	5.000000000000000e+00,	9.081433783075634e-01,	-3.654692464595067e-14,	7.744166811488926e+05,	1.765965731943546e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.544708376482099e+00,	5.000000000000000e+00,	9.081433783075634e-01,	-2.019721200080201e-14,	7.744166809341235e+05,	1.765965731452645e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.545708276493784e+00,	5.000000000000000e+00,	9.081433783075634e-01,	-4.010164833393500e-15,	7.744166807193543e+05,	1.765965730961744e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.546708276505470e+00,	5.000000000000000e+00,	9.081433783075634e-01,	1.201755787185620e-14,	7.744166805045636e+05,	1.765965730470794e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.547708176517155e+00,	5.000000000000000e+00,	9.081433783075634e-01,	2.788409761878170e-14,	7.744166802897945e+05,	1.765965729979893e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.548708076528840e+00,	5.000000000000000e+00,	9.081433783075634e-01,	4.359277827054714e-14,	7.744166800750253e+05,	1.765965729488992e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.549707976540525e+00,	5.000000000000000e+00,	9.081433783075635e-01,	5.914430498208111e-14,	7.744166798602561e+05,	1.765965728998091e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.550707976552211e+00,	5.000000000000000e+00,	9.081433783075635e-01,	7.454362601398235e-14,	7.744166796454655e+05,	1.765965728507141e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.551707876563896e+00,	5.000000000000000e+00,	9.081433783075636e-01,	8.978807797702733e-14,	7.744166794306963e+05,	1.765965728016240e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.552707776575581e+00,	5.000000000000000e+00,	9.081433783075638e-01,	1.048808609616908e-13,	7.744166792159271e+05,	1.765965727525339e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.553707676587265e+00,	5.000000000000000e+00,	9.081433783075639e-01,	1.198226169130676e-13,	7.744166790011580e+05,	1.765965727034438e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.554707676598952e+00,	5.000000000000000e+00,	9.081433783075640e-01,	1.346190417042116e-13,	7.744166787863674e+05,	1.765965726543488e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.555707576610637e+00,	5.000000000000000e+00,	9.081433783075641e-01,	1.398144905515215e-13,	7.744166785715981e+05,	1.765965726052587e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.556707476622321e+00,	5.000000000000000e+00,	9.081433783075643e-01,	1.433048116775482e-13,	7.744166783568290e+05,	1.765965725561686e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.557707476634008e+00,	5.000000000000000e+00,	9.081433783075644e-01,	1.448937418309403e-13,	7.744166781420384e+05,	1.765965725070736e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.558707376645692e+00,	5.000000000000000e+00,	9.081433783075645e-01,	1.386174078980455e-13,	7.744166779272691e+05,	1.765965724579835e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.559707276657377e+00,	5.000000000000000e+00,	9.081433783075646e-01,	1.324043869251008e-13,	7.744166777125000e+05,	1.765965724088934e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.560707176669062e+00,	5.000000000000000e+00,	9.081433783075649e-01,	1.262523233134800e-13,	7.744166774977308e+05,	1.765965723598033e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.561707176680748e+00,	5.000000000000000e+00,	9.081433783075650e-01,	1.201604806739146e-13,	7.744166772829402e+05,	1.765965723107083e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.562707076692433e+00,	5.000000000000000e+00,	9.081433783075651e-01,	1.141293642615575e-13,	7.744166770681710e+05,	1.765965722616182e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.563706976704118e+00,	5.000000000000000e+00,	9.081433783075652e-01,	1.081591114016254e-13,	7.744166768534018e+05,	1.765965722125281e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.564706876715803e+00,	5.000000000000000e+00,	9.081433783075653e-01,	1.022491279005058e-13,	7.744166766386327e+05,	1.765965721634380e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.565706876727489e+00,	5.000000000000000e+00,	9.081433783075654e-01,	9.639612165876998e-14,	7.744166764238421e+05,	1.765965721143430e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.566706776739174e+00,	5.000000000000000e+00,	9.081433783075654e-01,	9.060144168226563e-14,	7.744166762090728e+05,	1.765965720652529e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.567706676750859e+00,	5.000000000000000e+00,	9.081433783075655e-01,	8.340645678999760e-14,	7.744166759943037e+05,	1.765965720161628e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.568706676762545e+00,	5.000000000000000e+00,	9.081433783075656e-01,	6.663619599230633e-14,	7.744166757795131e+05,	1.765965719670678e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.569706576774230e+00,	5.000000000000000e+00,	9.081433783075656e-01,	5.003372437465314e-14,	7.744166755647439e+05,	1.765965719179777e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.570706476785915e+00,	5.000000000000000e+00,	9.081433783075658e-01,	3.359643254616490e-14,	7.744166753499747e+05,	1.765965718688876e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.571706376797600e+00,	5.000000000000000e+00,	9.081433783075658e-01,	1.732267800407775e-14,	7.744166751352055e+05,	1.765965718197975e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.572706376809286e+00,	5.000000000000000e+00,	9.081433783075658e-01,	1.209095592371375e-15,	7.744166749204149e+05,	1.765965717707025e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.573706276820971e+00,	5.000000000000000e+00,	9.081433783075658e-01,	-1.474156998456776e-14,	7.744166747056457e+05,	1.765965717216124e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.574706176832656e+00,	5.000000000000000e+00,	9.081433783075658e-01,	-3.053439954799465e-14,	7.744166744908765e+05,	1.765965716725223e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.575706176844342e+00,	5.000000000000000e+00,	9.081433783075656e-01,	-4.617179433043564e-14,	7.744166742760859e+05,	1.765965716234273e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.576706076856027e+00,	5.000000000000000e+00,	9.081433783075656e-01,	-6.165192431720819e-14,	7.744166740613166e+05,	1.765965715743372e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.577705976867712e+00,	5.000000000000000e+00,	9.081433783075655e-01,	-7.697717327078411e-14,	7.744166738465475e+05,	1.765965715252471e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.578705876879397e+00,	5.000000000000000e+00,	9.081433783075655e-01,	-8.518429943106645e-14,	7.744166736317783e+05,	1.765965714761570e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.579705876891083e+00,	5.000000000000000e+00,	9.081433783075654e-01,	-8.917231371761454e-14,	7.744166734169878e+05,	1.765965714270620e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.580705776902768e+00,	5.000000000000000e+00,	9.081433783075653e-01,	-9.311987328708529e-14,	7.744166732022185e+05,	1.765965713779719e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.581705676914453e+00,	5.000000000000000e+00,	9.081433783075652e-01,	-9.702815816225335e-14,	7.744166729874493e+05,	1.765965713288818e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.582705576926138e+00,	5.000000000000000e+00,	9.081433783075651e-01,	-1.008975570253624e-13,	7.744166727726802e+05,	1.765965712797917e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.583705576937824e+00,	5.000000000000000e+00,	9.081433783075650e-01,	-1.047292207824295e-13,	7.744166725578896e+05,	1.765965712306967e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.584705476949509e+00,	5.000000000000000e+00,	9.081433783075649e-01,	-1.085228687479117e-13,	7.744166723431203e+05,	1.765965711816066e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.585705376961194e+00,	5.000000000000000e+00,	9.081433783075648e-01,	-1.122770478367881e-13,	7.744166721283512e+05,	1.765965711325165e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.586705376972880e+00,	5.000000000000000e+00,	9.081433783075646e-01,	-1.159954834058398e-13,	7.744166719135606e+05,	1.765965710834215e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.587705276984565e+00,	5.000000000000000e+00,	9.081433783075645e-01,	-1.196761767749486e-13,	7.744166716987914e+05,	1.765965710343314e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.588705176996250e+00,	5.000000000000000e+00,	9.081433783075644e-01,	-1.233211147657715e-13,	7.744166714840222e+05,	1.765965709852413e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.589705077007935e+00,	5.000000000000000e+00,	9.081433783075643e-01,	-1.220673553378496e-13,	7.744166712692530e+05,	1.765965709361512e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.590705077019621e+00,	5.000000000000000e+00,	9.081433783075642e-01,	-1.159705444265320e-13,	7.744166710544624e+05,	1.765965708870562e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.591704977031306e+00,	5.000000000000000e+00,	9.081433783075641e-01,	-1.099353743262476e-13,	7.744166708396933e+05,	1.765965708379661e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
6.592704877042991e+00,	5.000000000000000e+00,	9.081433783075640e-01,	-1.013655195411934e-13,	7.744166706249240e+05,	1.765965707888760e+06,	0.000000000000000e+00,	0.000000000000000e+00,	1.000000000000000e+00
