T,V,X,P1,P2,A,F,F1,F2,Q1,Q2,QI,QS,Y,U,DT
3.399992000087469e-01,	9.307808890384657e-01,	2.193709143246751e+00,	1.524437256939730e+06,	3.479783499344846e+06,	9.062187842212026e-01,	1.021402767460586e+01,	7.662657303469223e+03,	7.652443275794617e+03,	4.375338241468713e-03,	-2.803464418872215e-03,	4.375338241468713e-03,	-2.803464418872215e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.409992000087757e-01,	9.319671010592123e-01,	2.194640477878919e+00,	1.520144761822979e+06,	3.469753342653708e+06,	1.375388876589618e+00,	1.069505988718174e+01,	7.641080869997304e+03,	7.630385810110122e+03,	4.376446058215334e-03,	-2.799420981698463e-03,	4.376446058215334e-03,	-2.799420981698463e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.419992000088045e-01,	9.333304868791802e-01,	2.195573137249986e+00,	1.515774591995997e+06,	3.459815429799173e+06,	1.249496775281896e+00,	1.058280164407370e+01,	7.619114000852846e+03,	7.608531199208773e+03,	4.377573633418313e-03,	-2.795408962384719e-03,	4.377573633418313e-03,	-2.795408962384719e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.429992000088332e-01,	9.342848556159979e-01,	2.196507000493022e+00,	1.511335563708242e+06,	3.449965808305550e+06,	5.874116393669198e-01,	9.930260195526898e+00,	7.596801011338440e+03,	7.586870751142913e+03,	4.378718677965450e-03,	-2.791426897327975e-03,	4.378718677965450e-03,	-2.791426897327975e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.439992000088620e-01,	9.344166178532495e-01,	2.197441428825627e+00,	1.506872963170106e+06,	3.440185422767312e+06,	-3.371922953835647e-01,	9.006973883148930e+00,	7.574369534772025e+03,	7.565362560888876e+03,	4.379869501218062e-03,	-2.787467194631096e-03,	4.379869501218062e-03,	-2.787467194631096e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.449992000088907e-01,	9.336487049364889e-01,	2.198375529599137e+00,	1.502449793539230e+06,	3.430447908784113e+06,	-1.148877593610207e+00,	8.187609455754682e+00,	7.552136259560320e+03,	7.543948650104565e+03,	4.381009857650640e-03,	-2.783519253084186e-03,	4.381009857650640e-03,	-2.783519253084186e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.459992000089195e-01,	9.322668853466165e-01,	2.199308518765963e+00,	1.498121160015671e+06,	3.420730218269760e+06,	-1.522827610963031e+00,	7.799841242503135e+00,	7.530378174645809e+03,	7.522578333403306e+03,	4.382125554013901e-03,	-2.779573758386404e-03,	4.382125554013901e-03,	-2.779573758386404e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.469991000089482e-01,	9.307999482688583e-01,	2.200239941563354e+00,	1.493912603765382e+06,	3.411022734373000e+06,	-1.314797778738548e+00,	7.993201703950035e+00,	7.509223663929457e+03,	7.501230462225507e+03,	4.383210028427352e-03,	-2.775626808094728e-03,	4.383210028427352e-03,	-2.775626808094728e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.479991000089770e-01,	9.298031669758443e-01,	2.201170184508110e+00,	1.489808714508990e+06,	3.401329395115169e+06,	-6.164615021079083e-01,	8.681570167650534e+00,	7.488595266899687e+03,	7.479913696732036e+03,	4.384267273583640e-03,	-2.771680000565021e-03,	4.384267273583640e-03,	-2.771680000565021e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
3.489991000090057e-01,	9.296355077945997e-01,	2.202099828225395e+00,	1.485762030792896e+06,	3.391670849782937e+06,	2.846141217350251e-01,	9.580969199681022e+00,	7.468254416273796e+03,	7.458673447074115e+03,	4.385309531847513e-03,	-2.767741762086326e-03,	4.385309531847513e-03,	-2.767741762086326e-03,	1.000000000000000e+00,	1.000000000000000e+00,1.000000000000000e-07
